,actual,predicted
11753,38000,57708.5
47045,31450,46568.574
17037,43430,53164.09
18861,67995,40275.387
16242,55000,44642.98
47525,24000,37083.414
26230,40995,32634.938
33811,17950,17473.053
39305,62999,53546.395
27671,14995,8196.954
22950,44850,56816.355
51943,35000,37095.88
32538,37995,47546.816
28459,13800,21893.133
31267,53000,71629.25
39442,12000,21012.63
10383,8900,14352.501
52137,45000,42042.71
4752,16000,16037.088
34192,15000,12745.003
7379,27500,31552.03
3670,37500,63222.34
11773,123999,50703.27
19916,21000,26239.766
47315,10000,12963.036
40731,39900,53021.805
43653,26990,32721.79
8686,59500,49629.324
4310,26500,28694.549
13854,22450,22665.299
15189,28900,53633.27
7138,22000,36669.24
9397,67500,48130.555
39009,129000,72876.445
38247,32000,28761.797
28429,22500,34235.37
43232,31500,66466.64
47404,14900,9387.944
41134,28000,29748.61
35874,78990,54419.707
1,8250,20822.617
49494,113000,50509.285
35475,26500,51973.54
46968,70000,59048.78
7841,64000,76008.07
4323,19000,15525.703
53353,17900,16233.348
1217,99000,67415.21
50021,16900,19596.848
37686,45000,64469.14
16347,30000,53778.94
47029,54000,63347.973
25118,15900,8589.855
5514,23000,25933.36
19948,76000,73535.31
10525,30500,38260.547
20712,38781,46921.67
41987,52500,70810.79
46703,8700,13669.3955
45160,36499,57462.934
52085,43837,48757.348
4079,7500,9214.29
7272,92500,56179.1
25923,23900,30644.832
37195,58500,51506.562
26568,29999,58569.754
51900,20000,53574.9
45520,13500,16444.77
41235,32750,38788.746
46539,19500,25117.21
42136,19500,25077.07
31138,48500,47072.043
53093,7500,37049.98
17556,74000,65945.65
28214,36800,31848.277
34539,23500,17359.396
12795,36500,40148.293
27553,13000,18704.027
14318,43999,66359.734
31854,4700,63313.98
28566,20900,23243.303
7286,29000,36504.99
45987,31000,41833.16
36469,20500,24939.412
23645,5990,10066.862
4158,37900,45693.156
50962,59500,32458.156
19577,65000,74391.04
7374,64500,79768.07
36145,23000,67490.31
966,12990,14081.063
47863,83500,62707.086
32677,4999,9851.697
34988,48000,45953.355
1103,29500,20519.77
12446,15900,23321.85
48305,27900,48239.31
26617,15000,14889.685
28038,49999,29890.342
19281,35850,31366.992
11173,3200,13628.911
11721,18000,12746.709
17940,11500,14289.928
21146,28000,42246.035
52457,8000,15873.767
31992,37500,62178.438
20399,41950,38040.273
48579,5200,9439.807
32106,17000,34787.562
30393,5000,16559.205
1143,51950,34985.8
49237,28500,55326.004
54016,6500,7843.1924
40718,27000,36384.418
49531,9950,11167.568
6241,17000,17934.688
41140,18500,31081.285
21171,7850,12355.387
50686,45480,57875.336
91,4500,11873.864
35895,28995,25835.219
32185,30500,62049.246
49847,65000,54640.703
13354,123999,69447.23
22945,29444,42215.473
44763,26500,39137.348
36668,35800,37028.676
14734,12499,16009.702
39056,15450,32685.629
11728,40500,30042.752
508,33000,35654.72
48015,3950,55556.13
41126,4000,8431.461
47174,34999,30432.434
28154,31650,34249.516
53575,29182,56551.195
23975,24899,56648.97
43730,119900,93484.164
44723,46900,26384.424
42325,2900,15761.398
5268,30000,53909.35
39213,72900,62136.85
21459,39985,24316.264
8824,24000,25077.07
7678,42500,40608.953
36819,17000,13139.171
14236,25999,55161.434
15574,17500,27190.229
48639,36000,66492.96
31918,7950,12073.441
35694,10995,11288.587
43919,36800,59039.44
38739,111000,79985.37
6661,18051,26021.41
25400,63000,38428.723
51183,39951,54906.36
28006,27500,24198.969
6686,109499,52554.234
44688,20500,41836.78
20362,36000,66033.83
36046,53950,33518.773
27441,34999,57736.04
4758,49950,41406.98
24884,10340,13353.762
35717,54999,59442.83
11135,36999,41985.16
42187,27518,33484.49
43582,86999,44742.664
5898,7495,16870.691
44943,40750,34841.91
40019,16900,19108.123
12299,5000,29794.223
37780,34700,47223.664
6297,34995,20567.684
7091,57000,69372.984
25715,40000,37836.047
39772,67000,57823.36
96,13300,13964.482
45599,32000,37087.023
51454,13000,11660.61
40574,31000,49179.11
10765,44950,52799.438
31354,9999,11837.044
7548,35000,67617.85
35920,52000,38612.44
1497,17500,13001.709
5325,43000,43794.527
46605,23000,32454.744
35821,6500,8778.202
33347,38995,54997.875
28964,25650,33910.535
35404,32750,50414.703
51072,23800,35494.293
1843,31900,36743.55
16655,61900,72258.0
19518,15400,19950.576
3097,40036,47413.13
25222,12998,24442.791
11430,27450,32900.293
37297,17000,13635.066
48339,18900,31225.79
31830,52000,62803.184
12233,175000,80124.17
21506,22000,8887.134
40640,34500,46918.375
18081,9599,11699.58
26286,19995,23663.482
6877,55600,42181.0
21346,55000,34030.223
30227,33999,38313.832
48782,27000,33983.754
27382,11495,12785.152
2711,33400,46017.906
31115,8500,13214.15
25756,12000,16354.531
40872,33600,25498.111
18497,43500,42933.84
190,29500,32709.238
45044,26500,27633.824
52884,55900,61120.734
30524,6500,8241.495
8310,32999,22890.113
2220,11500,19962.607
6477,65000,39241.492
31481,5900,12576.953
45656,61000,49273.8
16651,18750,21601.012
53602,41900,42185.164
3963,13900,15222.184
26515,41999,47345.984
49521,24850,33799.254
18498,39860,43512.027
31698,56750,45993.38
5050,35999,29321.297
28791,46000,43391.68
285,51500,40373.035
52506,12999,15826.473
35765,37300,33297.043
29528,12000,16858.525
43078,25800,53889.684
29892,25000,37841.723
40107,12000,16750.803
26961,25000,33017.07
36943,42500,61049.89
19982,122950,61428.598
24979,26499,30876.695
51960,14500,23983.277
43100,29999,41351.613
3815,144900,40290.418
25055,62000,61049.645
26743,26900,22471.227
9038,8300,14753.1
3366,28500,66769.24
22759,99800,70906.94
25015,15750,17215.36
37866,34000,36920.934
24490,8750,45924.207
37090,43000,34972.035
7930,3999,13965.748
23374,23500,18361.543
52259,16500,25500.436
9949,29500,44570.35
45291,46500,42042.71
22030,42000,32907.78
6480,48600,26980.693
10378,24000,34777.656
52074,16900,9912.481
2919,14200,38990.55
31353,21800,28115.717
50866,20995,36127.543
25625,30000,24025.658
3669,15500,39253.688
27165,53000,50105.92
31366,74500,61955.875
17423,31500,26403.842
31623,30989,59101.223
37415,45000,82791.72
51303,44249,48650.906
699,40368,44769.754
12810,12000,28414.395
52909,73000,45929.61
4336,229000,84293.23
6086,9000,10366.406
40328,69500,71025.016
21438,27633,33394.58
37207,15500,19819.227
5121,32100,55254.926
3000,35000,35150.855
35237,10500,31799.947
20811,9975,16443.002
46837,6500,18283.227
33969,27000,76904.875
38363,53499,29973.166
2758,60000,75724.34
8025,4200,8600.486
4926,59800,36344.402
38587,16600,14365.457
3537,10999,19013.9
28504,12995,13286.172
46994,26000,34431.914
42005,42000,25526.488
32678,24500,33833.777
19768,40000,36956.344
8360,61000,81264.38
47034,3200,9869.306
22034,28000,44429.105
40053,11500,22200.648
48554,12500,19503.27
53415,3999,17783.541
43403,29800,26391.428
17448,26500,29397.043
24662,7500,8914.17
42498,20000,21554.02
14285,15000,13170.527
48214,76400,51752.902
33202,62890,59252.797
46830,46599,73712.06
37501,69500,51679.785
1266,43500,51845.918
7949,29000,32548.652
109,43500,44140.848
43726,36590,26088.227
34766,58000,44508.926
50471,11500,13589.145
18350,12000,12577.09
5087,15500,27746.115
16835,71900,53762.934
3620,16500,28502.979
3191,31000,19384.137
24695,78000,58981.527
32142,144664,85713.87
17928,27785,40738.035
44337,12500,23965.697
26579,42500,46084.07
11008,12995,8914.17
53409,16995,21254.215
48428,29995,60978.7
20123,9800,15792.377
15509,6500,13531.764
22344,17995,22620.02
22899,37500,31984.783
30109,27995,30586.094
48918,22000,24474.787
20333,6450,15822.09
1434,19000,18898.424
48756,115000,72298.54
45440,29000,39843.395
37312,53000,36880.254
21190,7000,13364.817
17733,29900,31944.447
3222,65000,76644.36
23273,4495,9115.491
43308,39999,49030.47
51550,18900,27564.21
49544,36000,27209.791
27083,15500,9961.667
19293,58900,77890.43
12861,62000,56623.5
7523,112500,62504.785
28903,17900,45869.773
41236,12995,17011.895
4396,24500,22107.188
41302,12998,17113.143
6836,49900,26693.553
50199,11500,10000.355
39832,15100,28796.992
2139,21000,40107.207
3285,48000,67003.6
42173,42950,27218.098
49763,68000,34225.223
35373,24000,10727.605
28908,24440,30203.338
10709,36995,38904.39
19759,16000,13787.128
5418,16488,15820.51
27437,28748,44275.223
34062,102000,71491.016
50257,11970,13905.525
8496,28500,22285.271
46200,13800,22207.201
22482,6000,16104.334
32012,74995,31603.25
23234,31000,20110.979
2381,9950,9902.2
19737,38900,47218.54
51368,8995,13916.376
51741,40995,71936.266
32659,14000,25945.598
39782,44600,48997.99
42349,62000,53901.633
50291,21000,37369.28
51440,40000,39283.516
31825,16500,11707.475
10630,12000,19193.152
10670,136900,27597.854
6928,41000,7214.768
8695,31000,42966.992
44285,29500,63994.168
23621,15999,17934.688
22876,18853,15708.206
34686,65000,65861.87
22410,68000,59811.145
43657,8900,10262.147
17667,9200,8424.168
44363,78350,54137.438
16515,52000,48347.98
25341,17000,12136.602
23387,9985,14672.485
14114,4000,11129.714
49298,14250,14117.515
32721,18200,16912.53
39471,8100,10429.703
35137,64000,59536.246
4655,10900,17021.113
43449,6000,17287.475
34816,8500,14688.065
36128,50000,53591.492
51659,12500,10542.596
45472,3499,15808.917
35771,19500,23652.934
6306,46000,26835.273
34027,17000,20561.068
31700,42000,50509.285
48240,26000,25470.094
40178,64000,58788.77
8857,5000,8026.4624
25632,18000,31081.56
39496,55000,54812.42
42649,19500,22459.607
26022,200000,91444.53
49411,17999,19808.463
27598,26500,33418.484
53393,62000,38765.457
29080,17100,20433.383
17223,35113,40518.65
31998,11995,22801.93
12550,28000,42802.723
53912,17000,26229.896
46899,19750,38808.082
25684,133000,38711.336
21355,27500,31732.861
1360,14000,22872.21
19641,64990,56135.53
26131,7200,12133.04
46753,28500,30047.275
21323,19000,27200.45
28863,2000,11535.658
40768,70000,34867.875
44002,17800,22896.85
10616,33580,36679.527
38785,90000,80251.96
49329,16499,12173.746
33494,33950,35852.77
621,15500,17707.812
16212,15000,23874.258
48505,64000,61428.44
7052,17000,15976.789
45305,104500,73667.88
35116,31999,41470.25
19305,17500,16408.805
45954,32750,21329.158
31171,57352,64561.5
40620,43999,54783.3
50877,29998,51468.637
32336,23000,27426.527
14343,33500,74298.445
21727,63000,49710.945
392,10600,10646.6455
33000,16000,27249.348
12739,12500,15274.459
42484,14000,11671.695
34938,128900,64016.09
35478,10500,25735.137
28842,98000,78062.31
38842,41000,33693.82
43122,34900,52808.88
47912,197750,59055.99
18952,7500,8549.143
45992,4000,9102.615
485,6999,11433.202
53135,41000,64858.17
44664,112000,70929.47
15162,39900,37114.46
12322,41100,43403.113
31901,36000,41131.223
1507,49999,47032.69
13651,17000,24012.158
6898,24995,27146.93
38452,41000,32702.293
13773,18300,22040.586
11639,11500,9638.392
47150,42886,46667.55
28408,36791,45585.68
25679,17000,20782.758
8326,21990,23043.352
27182,17500,31607.328
19438,18000,18258.465
7792,6500,9259.102
10687,3000,11697.4375
48273,4500,9031.868
48202,17995,12489.856
22774,9900,13911.435
51701,26800,23402.533
3388,31450,46666.418
30226,45900,48953.152
6503,38000,29678.645
13710,12000,9355.653
40089,7200,11921.378
951,31599,49815.81
49550,38000,54311.348
52570,3000,21154.9
3692,19000,27614.34
39146,12500,11478.635
15228,89000,71385.71
3973,13750,19407.146
7046,22000,29299.105
53126,52000,39598.035
7209,12800,21395.396
30530,29950,38285.93
4453,21865,34941.355
29335,75500,58812.36
24033,44700,50917.785
28673,30000,20505.096
45428,15900,24492.5
8759,14945,13621.514
21370,15990,19535.125
6161,16900,17659.428
35866,21500,20496.574
17067,30000,50287.164
43149,9200,9847.497
38931,103000,77884.71
42461,39000,30958.102
34283,33333,56286.152
37821,229000,65285.453
32934,22800,30781.094
12406,21500,15352.554
2690,44800,47173.8
29809,30500,23157.873
30673,37500,25382.322
34838,21000,28674.463
17962,26500,48508.973
25089,32999,43197.926
49803,20500,24365.05
27542,15900,22690.146
32302,55000,48116.312
41868,10000,6919.212
12522,6000,14448.184
54091,68969,61586.285
23840,17495,23045.508
41567,37000,10783.319
36470,18500,39678.207
21771,20900,29737.61
21094,12850,8562.611
46072,35200,42651.535
17748,63999,63926.06
49588,15000,11134.756
31098,130000,47368.016
35491,24500,26618.047
40569,46995,44596.016
5927,20000,23560.53
35916,12000,9787.722
12812,19500,35810.164
51833,7200,13920.348
11710,9000,13765.925
47155,45000,48864.332
39790,31380,25553.146
8192,8200,14628.503
41348,35500,36181.652
34785,36999,56516.77
27635,9500,11863.254
20387,53000,58237.887
12323,53000,28769.832
11415,16488,27308.115
2418,6500,11835.511
45408,67500,45639.93
54023,36500,44492.855
1436,35500,66214.94
21776,9995,8564.53
13633,15500,18247.195
50907,50999,34907.902
48266,32500,41082.035
12180,9500,16945.393
15987,10995,29312.256
9514,39951,39027.73
9474,79950,56011.117
17803,19000,41084.848
28898,17000,12734.731
11357,19425,24453.127
44802,49999,58569.754
37329,37000,38647.4
24927,15600,18960.508
40661,14250,12338.467
10550,28900,36859.316
40771,49999,77965.445
14540,19995,25594.969
26978,6348,35206.227
480,6500,15867.943
19566,6600,8766.165
46150,28500,31254.59
53335,157500,45212.695
9268,45000,38337.027
24581,92500,78343.23
24261,124999,49021.03
15747,28000,35387.07
16533,19995,19767.195
53882,24700,32769.15
40596,9599,7334.369
32580,52991,61005.81
8172,28000,21434.336
25223,35800,41405.047
42582,17000,24579.723
12752,56999,38359.355
35501,130000,38062.293
22934,51500,19565.312
12607,32000,30583.97
33175,12000,6483.6855
18499,29000,56212.434
11509,25000,31578.207
22358,15550,26235.041
23870,2800,11702.395
44603,10500,11867.997
27308,24500,39550.438
41145,29998,45520.277
39652,32000,47772.266
3734,17000,28087.73
9972,32000,21442.127
53439,16500,14911.44
52413,10750,23458.541
53445,53000,62106.957
8718,9950,9638.392
13192,62499,72298.54
52476,27785,48879.75
13505,68000,41901.207
9629,22500,18722.395
3332,50000,30660.291
9142,15400,18341.986
48376,28995,27875.697
10692,20490,25220.377
43351,4750,13233.395
28857,188500,64494.863
29013,17900,39998.715
42120,9200,11561.644
32200,18000,30759.205
53634,32000,36920.934
18266,44999,62900.152
10330,12500,9720.062
35697,12995,15686.422
43652,9999,13906.798
35973,38995,37450.367
38630,17500,13414.924
33073,9450,13374.067
15916,3750,34795.9
42138,25500,27975.404
41551,8900,11433.202
185,75000,74008.2
9441,16500,22581.244
12765,59900,91297.28
14817,12700,21348.969
34356,13000,13239.078
50929,47999,52315.027
30739,8500,10631.76
39386,34900,42667.79
37345,17000,30574.35
13602,36791,44478.418
1175,13000,46804.344
41825,32000,28442.129
40087,20900,31661.994
22386,51999,61334.023
53106,39244,60297.344
41188,8500,15466.347
6030,8700,13432.851
41466,26500,37160.285
50837,37999,51118.08
33513,144900,38313.832
15211,9450,12965.938
12864,10000,11213.834
16831,18200,55179.727
20540,94500,54619.18
49728,45000,46529.605
1038,200000,89779.19
35923,27000,33272.234
36307,17000,18476.0
46849,27500,17556.928
24982,38000,36276.816
20155,4200,11219.68
24479,124990,76261.586
22872,119500,34341.77
8351,13310,27073.355
47255,3995,12706.381
52050,6800,59186.066
14749,57000,80816.984
10879,129000,66620.195
42671,16500,24532.895
10573,16000,23417.168
28719,5000,13601.095
15696,24700,27003.059
19220,75500,29166.258
17019,30000,15440.265
37839,34500,39377.68
48192,26500,39784.527
31292,65000,35067.24
38103,90000,59507.637
43046,11000,12600.868
31039,26999,49106.305
49415,5500,10685.245
24053,31900,35236.98
54214,93999,70174.94
4392,73500,59638.594
29053,33000,52220.85
42722,19000,28971.697
40632,19000,20512.225
23844,20000,22116.996
52475,7500,11942.338
54051,10200,14903.082
11604,74500,44067.543
1667,26500,16003.216
38373,28900,19366.828
47486,29182,50463.465
8338,14995,22016.717
12880,35999,34098.645
33780,30000,32240.373
9988,28500,67208.055
31090,41000,75525.94
7801,16000,16574.395
33934,15400,23018.121
242,26600,34173.69
22948,20399,29273.557
41398,23500,25024.658
19350,64000,57300.152
2951,197750,48144.79
11503,23600,30841.996
19077,22999,24097.096
38996,17000,24593.219
47981,44800,39011.0
41014,6900,10721.599
32288,29000,41138.58
12881,18900,60272.836
6267,36800,68417.4
40711,63900,68091.69
39626,16000,18996.623
5037,6750,9904.046
34256,11500,29116.742
23593,22995,44533.246
34223,40655,56999.91
7486,7000,11499.091
14707,16500,25156.012
53613,62479,44281.26
10438,15900,22788.404
46214,28450,46249.66
32533,45500,44435.645
3796,38000,29475.201
30889,40000,47237.53
37881,12500,16094.032
18733,12400,10594.73
32399,27500,31515.78
25874,35000,28463.283
34806,12900,11951.002
45093,11000,12785.152
40850,33885,33191.69
2316,55999,76945.28
1372,16000,31916.072
47824,3900,11601.134
49112,17816,37836.2
9467,49999,34034.375
13312,15000,17277.725
253,4199,11587.769
34187,15000,17395.178
34080,50900,52802.723
52944,66000,53285.215
28959,65000,50517.605
2516,18000,19833.664
39644,39860,33631.85
25980,30000,39313.2
46124,32000,54160.184
36981,6000,14582.77
22210,24000,31240.596
40291,78500,64419.355
23590,31450,34616.902
48934,9500,18973.795
24705,88900,70877.63
16767,98000,62884.68
22064,34000,24341.545
33198,47645,52651.84
5159,27450,35779.227
43212,6750,10159.675
13516,28500,31610.107
30754,27000,29132.395
31127,59549,42143.117
13800,24899,51696.094
50904,79950,50737.61
18270,14900,24002.576
33404,36500,66897.766
24739,25999,33526.895
16340,46900,28453.479
41543,14000,15326.589
44441,19750,24906.13
4507,51900,52048.16
13132,27500,32092.38
47927,35000,46898.727
22783,11000,12903.831
40413,15300,9562.718
17195,31500,43998.18
16366,57500,59693.836
25053,66500,84151.375
14026,36000,33407.547
26118,6500,11034.359
8897,17500,25562.766
13129,8500,17392.176
53510,13900,19947.592
50110,9500,16778.62
46030,81500,72202.305
48301,2990,56882.95
3928,33000,53262.484
25292,49700,58315.746
53648,74900,62720.84
48204,120990,67569.805
10317,39900,49635.4
43885,33950,36185.65
47610,35000,39234.9
40805,19500,15721.791
44412,35113,42339.203
43167,44775,50068.234
39422,93999,76855.43
29646,10000,14833.776
46663,20995,33455.598
12010,10500,20924.875
1321,136900,74590.23
8866,26000,42838.13
50236,37000,59475.055
25290,7000,13102.419
36883,56000,62402.16
39139,53000,42878.145
20039,30000,59475.055
50228,40000,41811.125
24621,40500,24924.225
23712,6900,18355.916
21451,11500,23503.078
16517,25495,40162.066
1053,53000,48274.176
20550,36999,33853.22
54138,8250,23664.148
27245,16999,42460.152
40327,68500,28969.111
38781,31500,59391.44
26715,27000,20907.484
7460,8800,16688.393
32915,30500,31397.18
48263,25000,21693.676
35464,5000,16505.984
35829,175000,70185.484
16511,8900,14387.425
52999,35000,40305.89
48313,32999,38949.418
45639,26450,37489.633
6354,11400,11699.58
31967,8500,18950.162
52757,9900,10515.751
48360,7950,9240.822
14051,7500,8005.6455
25425,14995,24687.34
4266,18000,13364.189
47164,14195,53759.91
48069,26500,32073.678
14900,18300,26738.969
49276,9450,24029.166
20869,80000,64089.094
26580,21500,15461.485
2699,47500,69637.99
43242,51900,42610.004
10404,7100,15605.231
31118,34900,34291.543
9370,82150,43503.176
34826,29800,27272.057
15359,6500,14028.413
4284,15995,13440.883
12735,36950,23664.44
47788,21750,8477.361
24055,28000,39008.457
8459,11500,13192.007
561,30500,17065.648
18484,18000,41409.324
29122,35707,35244.008
49134,5200,11917.023
20104,31933,42750.367
24676,26600,7944.887
39005,27785,49631.684
35483,67900,60600.62
14799,82950,70204.56
18863,21000,25954.549
43412,66500,63209.4
46436,41986,62961.03
33152,70000,49522.547
12914,34500,41874.254
24670,26900,22227.156
13954,29950,35378.594
17048,29993,25850.043
5068,102000,65985.055
18301,50000,53418.38
51722,81900,63127.707
3401,19000,23662.459
14793,13500,13663.228
23714,13750,19843.541
14671,6000,14157.737
20561,43860,64535.324
26624,7700,15971.38
27024,43837,70545.984
52643,175000,54225.617
46886,3000,9698.644
39697,71400,58416.633
45685,34700,42846.113
6394,14250,15906.185
19571,11600,13941.292
17078,7000,11617.353
3615,44999,76947.63
21304,69500,55968.293
34245,20500,18246.066
47476,6000,17759.781
7763,10000,20054.63
28263,39777,38151.13
17857,13700,16327.381
15542,32063,19873.766
34034,27999,32983.81
44705,28900,61928.87
10608,9000,12400.351
45340,53500,62405.168
45107,38405,56261.07
40961,23000,29152.133
36248,44999,67836.95
13991,26500,20978.695
4885,65000,48139.965
3811,41100,25236.812
6517,28500,30421.834
6691,21500,42370.438
30090,50000,43053.184
51026,39999,65861.87
9523,7000,17025.668
23579,18300,20751.627
16467,15999,12823.048
40960,9500,10191.574
53841,19500,27823.271
12692,31900,46027.176
40034,15499,44678.684
2342,15000,14996.524
43739,21000,17908.559
18132,60000,71348.41
30589,33172,39467.8
19691,30490,32904.7
3594,4300,14575.593
13232,34900,32562.51
30678,41500,36137.81
29976,13000,17439.6
18579,45770,54887.086
33240,229900,39853.89
31388,18500,21175.16
863,26900,24864.975
17452,29000,33367.027
22792,17999,16796.574
19210,33580,15100.149
30108,31900,43716.59
10515,156900,68588.586
48177,8950,8795.24
21490,10000,13898.321
41296,37000,51637.367
37663,16800,19057.766
21629,35000,37056.95
29601,55000,37240.5
3372,28000,31209.926
8886,12000,14941.652
5522,62500,51256.766
35107,46500,43521.633
8058,69950,47560.81
13972,27500,51851.96
4265,21000,22911.018
1275,36500,35338.86
32902,63995,52371.9
272,69900,73315.45
32745,30000,50334.54
21763,9985,17022.96
34449,16800,19362.898
41165,46995,45078.113
8295,47541,67834.484
53313,15000,28564.887
20029,20950,28478.514
13038,74500,64926.734
36085,89900,33470.34
44255,7900,12217.62
19958,10000,35195.227
7803,12000,16396.46
18173,15000,13670.079
5706,9500,14296.835
6715,73500,59540.934
38899,79950,58060.02
43421,13888,8932.433
48255,15900,20924.875
7038,32000,47214.28
54066,96900,79667.87
14653,43000,57986.117
17212,43000,24814.393
47905,13500,9570.016
37011,53500,39792.883
34688,113990,44614.445
18055,29500,57071.555
25882,124900,76405.1
10513,41500,59169.508
50787,13995,17690.91
13431,34995,18236.734
29640,30950,33932.836
43444,47500,40602.305
12633,46000,53252.2
52136,19000,22538.496
43363,12000,22700.814
34930,53000,48232.598
42254,159000,60666.34
11690,19750,30935.717
17450,11100,11143.258
45858,73000,66752.53
10215,7900,11016.926
14258,52000,34397.684
29584,140000,50259.01
29848,27000,20763.943
30525,56000,65388.133
9635,35000,45419.066
18287,21500,26807.393
23650,18900,10329.271
42069,42999,37731.55
39393,32500,34685.492
23281,36000,49689.773
47252,39000,49008.19
12775,45900,53959.06
50306,24000,29003.756
45823,22995,34612.84
37238,51500,92786.84
9802,41999,43913.42
45259,57000,54459.918
7261,19550,36913.332
40077,23995,38659.266
24073,22999,43106.03
35493,24950,22980.521
39184,36000,44503.863
45445,61000,44930.695
19359,28499,36253.81
33810,22999,31765.088
44546,20900,31889.97
44614,41500,43255.637
4129,25999,33684.29
8253,65990,86969.516
53099,28000,16961.238
20376,43500,57487.027
40310,12500,12825.605
41489,31000,39723.113
19105,32500,36865.59
45626,6950,13462.028
16430,41741,49613.16
52522,16000,20225.326
19885,45500,67606.69
33855,5800,17961.898
38562,35297,47851.586
27372,35000,20069.404
49482,43499,45886.68
47638,43500,45367.58
22359,37500,46084.98
46076,9200,8680.918
23057,14995,26237.55
12341,64600,56680.914
43306,18500,19384.137
25579,86000,75164.24
18258,14699,22798.713
44714,28900,43409.844
50798,103500,81375.81
49096,79900,62252.055
24268,23000,26087.234
39623,37000,26201.406
2202,37050,38451.355
3705,15500,25237.725
36430,33000,28648.867
46475,41400,71684.08
19799,24590,27507.678
50699,62000,68296.44
20575,15999,11169.813
2436,92900,55410.555
22661,23000,22643.945
11739,8000,15708.206
24831,28825,55772.66
20379,24500,47124.8
2150,37000,50814.324
37373,28000,27445.25
15612,34999,45373.8
33662,119999,60872.176
43545,44900,113180.0
10293,16500,13240.577
17889,9500,11211.316
4878,42000,44005.598
1448,28890,36341.29
15400,35645,46343.465
18565,43500,48972.395
40050,7000,8147.027
23658,26500,20581.566
10263,5995,16610.031
18832,39500,53588.637
17100,37500,35259.7
11077,43642,46384.39
49113,16770,10455.208
230,36500,34783.023
2537,16500,23436.508
39391,32000,41733.336
12053,23000,24718.525
21258,80000,68648.74
27961,8500,38066.51
13553,34995,32344.215
5251,66500,61208.465
10602,5000,14654.38
49410,24995,55413.58
25139,7200,9106.3955
25592,4000,10286.897
33183,27900,43665.918
13412,78500,40679.332
8853,11000,28421.201
33181,52500,26518.219
3027,14500,24411.97
1206,28000,24913.04
8103,27950,42588.508
45310,31990,20348.14
12673,13750,14365.734
43067,15000,18601.004
24331,68000,34785.523
35983,12500,32575.008
43356,28196,60045.254
34839,12999,27885.867
23548,18995,31704.648
2966,9499,8474.737
20245,82500,50838.477
51097,53000,46011.215
35832,32500,57093.348
15149,15900,9009.842
45006,28750,20741.307
49863,215000,28590.732
37413,61350,55245.86
23990,11000,23885.846
32169,86900,51679.785
22560,24500,41813.65
3310,47850,73068.45
45341,22000,25465.639
17757,36000,44011.152
27821,10700,10191.574
26035,6750,21271.254
41187,20999,27073.684
13933,44888,31064.258
33431,9500,11614.149
37047,23500,24050.66
51354,17816,38538.977
33072,20000,16442.422
13296,10500,10276.689
28885,8500,9886.658
35370,3200,11552.966
6723,19000,25189.643
25878,53000,43480.703
11407,29900,29755.012
21205,20999,30283.514
38054,24500,22233.28
46434,63900,72655.09
41822,9500,28797.898
47263,40500,13084.508
1744,24700,23540.734
50658,18000,44605.21
37970,22500,47937.184
5684,23754,66629.414
30623,69500,47971.77
19609,16995,23693.39
7851,18500,37215.742
43345,21500,22679.373
43651,29000,33480.188
20349,32000,22672.775
33597,17000,24241.719
13327,38500,51682.75
25410,30500,33795.504
37071,9999,12912.88
35447,16999,31745.178
38535,30000,39762.082
15977,130000,14197.4
48677,11500,22503.318
38160,72900,65330.293
25787,20599,29077.379
53371,20500,10475.625
54219,13715,14409.37
43862,44900,66737.85
28346,17950,13902.536
31806,10995,23983.277
50412,35707,33626.266
48167,32000,31151.98
35911,17000,24445.39
19845,41995,44485.35
34974,4200,17300.17
30877,32900,34605.125
20688,86999,59509.4
6191,11500,8712.092
38275,11990,13747.245
39010,24000,54103.78
47608,3950,10756.809
26983,3850,17329.305
1537,6500,10780.259
14860,16000,31151.773
19269,9450,16102.631
17424,35000,44780.18
30974,41000,53371.637
21799,90788,80800.68
2333,61350,42509.26
3367,50000,37058.984
40014,15500,19754.062
41812,5949,14579.774
29497,92000,84276.01
48517,23000,29561.654
45923,35000,76890.81
17135,83500,82837.055
45407,14500,25189.643
20189,10500,13001.417
15957,29725,45644.965
45434,15499,19453.7
771,7900,14048.224
18932,29000,62498.15
1639,33950,36080.816
34275,9950,7586.5977
21967,18995,19341.635
27462,3999,8153.3506
14915,84645,46152.414
10233,4000,10887.035
42544,7900,14542.119
317,18000,16495.332
21442,42999,35384.035
39712,7000,13364.189
25168,12500,17858.703
15785,32000,51856.047
32269,73500,63353.727
12031,9450,13116.48
14329,78500,49801.684
40949,42900,48231.434
4778,24000,24098.467
38804,69900,59162.504
42859,63500,36949.535
38548,17000,21709.023
1742,19500,37900.734
7604,33580,24222.479
22885,14900,12746.709
7043,16600,30262.088
39481,12000,20782.758
27964,25900,29281.61
22578,33000,59148.36
12440,28600,24863.363
5174,29800,54934.91
34426,23500,19734.906
41694,68000,54126.348
10693,84645,48685.414
7791,28000,36187.45
34564,22000,24346.13
23730,13850,22258.375
40598,35000,23133.814
27983,42000,59982.137
18704,28995,76037.43
40857,3999,13980.302
17542,17500,19619.004
50732,21000,30369.697
52386,18000,32294.66
26637,76500,99818.64
22563,64000,36631.89
27233,22999,38706.023
8514,145000,85844.31
29280,24998,45883.79
39356,38000,40390.086
10306,28500,25404.262
2553,8900,12699.338
20875,33500,46154.45
14914,3000,8986.42
24011,48990,70542.67
4704,24999,29057.873
